id,RarityScore,PunkType,FullType,AttributeCount,Hair,Eyes,FacialHair,NeckAccessory,MouthProp,Mouth,Blemishes,Ears,Nose,ETHPrice,USDPrice,TimeInDays,TimesSold,LastUSDPrice,LastETHPrice,TimePurchase,LastPercentChange,DaysBetweenPurchases
1146,62.78,Male,Male-Light,2,Mohawk,Eye Patch,None,Eye Patch,None,None,None,None,None,"[41.0, 0.38, 0.4, 0.37, 0.3, 0.15]","[99500.0, 910.0, 970.7, 897.9, 728.0, 364.0]","[152.185, 730.5, 730.5, 1461.0, 1461.0, 1461.0]",6.0,99500.00,41.00,152.19,10822.063666300768,578.315
1147,86.72,Male,Male-Mid,2,Shaved Head,3D Glasses,None,3D Glasses,None,None,None,None,None,[43.0],[104350.0],[304.37],1.0,104350.00,43.00,304.37,NA,NA
1148,115.79,Female,Female-Mid,3,Wild Blonde,Eye Patch,None,Eye Patch,None,None,None,Earring,None,,,,,,,,,
1149,61.6,Female,Female-Light,2,Mohawk Dark,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
1150,106.36,Female,Female-Light,2,Straight Hair,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
1151,76.14,Female,Female-Mid,1,Knitted Cap,None,None,None,None,None,None,None,None,"[49.0, 49.99]","[118910.0, 121320.0]","[243.496, 304.37]",2.0,118910.00,49.00,243.50,-1.9872899168322053,60.873999999999995
1152,100.71,Male,Male-Light,2,Purple Hair,Eye Patch,None,Eye Patch,None,None,None,None,None,,,,,,,,,
1153,78.03,Male,Male-Light,3,Messy Hair,None,Mustache,None,None,None,None,Earring,None,,,,,,,,,
1154,118.54,Male,Male-Light,2,Purple Hair,None,None,None,None,Frown,None,None,None,,,,,,,,,
1155,93.45,Male,Male-Dark,3,Frumpy Hair,Nerd Glasses,Front Beard,Nerd Glasses,None,None,None,None,None,"[47.95, 29.48, 23.0, 0.19, 0.15]","[116370.0, 71540.0, 55820.0, 461.0, 364.0]","[152.185, 152.185, 152.185, 1461.0, 1461.0]",5.0,116370.00,47.95,152.19,62.661970059126936,0.0
1156,112.51,Female,Female-Mid,2,Wild White Hair,None,None,None,None,Purple Lipstick,None,None,None,[0.25],[606.7],[1095.75],1.0,606.70,0.25,1095.75,NA,NA
1157,107.79,Female,Female-Mid,1,None,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
1158,64.2,Female,Female-Dark,2,Crazy Hair,None,None,None,None,None,Mole,None,None,,,,,,,,,
1159,109.36,Female,Female-Mid,2,Wild Blonde,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
1160,71.32,Male,Male-Dark,3,Knitted Cap,Small Shades,None,Small Shades,None,None,None,Earring,None,"[6.27, 0.15]","[15220.0, 364.0]","[365.25, 1461.0]",2.0,15220.00,6.27,365.25,4069.8630136986303,1095.75
1161,61.73,Female,Female-Mid,2,Messy Hair,Nerd Glasses,None,Nerd Glasses,None,None,None,None,None,"[93.95, 83.5, 16.25, 13.5, 26.99]","[228000.0, 202640.0, 39430.0, 32759.999999999996, 65500.0]","[60.874, 60.874, 273.933, 273.933, 304.37]",5.0,228000.00,93.95,60.87,12.514249337498335,0.0
1162,305.25,Female,Female-Light,4,Straight Hair Blonde,Welding Goggles,None,Welding Goggles,None,Hot Lipstick,Spots,None,None,"[119.99, 47.0]","[291190.0, 114060.0]","[243.496, 334.807]",2.0,291190.00,119.99,243.50,155.29322029440385,91.311
1163,179.42,Female,Female-Light,3,Pink With Hat,Blue Eye Shadow,None,Blue Eye Shadow,None,None,Mole,None,None,[49.0],[118910.0],[243.496],1.0,118910.00,49.00,243.50,NA,NA
1164,76.77,Male,Male-Mid,2,Cap Forward,Regular Shades,None,Regular Shades,None,None,None,None,None,[0.5],[1210.0],[1461.0],1.0,1210.00,0.50,1461.00,NA,NA
1165,101.54,Female,Female-Mid,3,Cap,None,None,None,Vape,Hot Lipstick,None,None,None,,,,,,,,,
1166,107.51,Male,Male-Dark,2,Fedora,None,Goat,None,None,None,None,None,None,,,,,,,,,
1167,86.36,Male,Male-Light,2,Police Cap,Horned Rim Glasses,None,Horned Rim Glasses,None,None,None,None,None,,,,,,,,,
1168,125.48,Male,Male-Mid,2,Vampire Hair,None,Handlebars,None,None,None,None,None,None,,,,,,,,,
1169,61.56,Female,Female-Light,2,Wild Hair,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
1170,89.39,Male,Male-Mid,2,Shaved Head,None,Front Beard,None,None,None,None,None,None,"[0.18, 0.11]","[436.8, 266.9]","[1095.75, 1095.75]",2.0,436.80,0.18,1095.75,63.04591265397538,0.0
1171,91.26,Male,Male-Light,2,Shaved Head,None,None,None,None,Frown,None,None,None,[137.0],[332470.0],[121.748],1.0,332470.00,137.00,121.75,NA,NA
1172,106.6,Male,Male-Dark,4,Cap Forward,Nerd Glasses,Shadow Beard,Nerd Glasses,Cigarette,None,None,None,None,,,,,,,,,
1173,71.44,Female,Female-Light,2,Mohawk,Clown Eyes Blue,None,Clown Eyes Blue,None,None,None,None,None,"[101.9, 93.5]","[247290.0, 226910.0]","[121.748, 121.748]",2.0,247290.00,101.90,121.75,8.981054245937834,0.0
1174,93.05,Female,Female-Albino,2,Wild Hair,None,None,None,Pipe,None,None,None,None,,,,,,,,,
1175,73.44,Male,Male-Light,2,Shaved Head,Eye Patch,None,Eye Patch,None,None,None,None,None,"[128.0, 101.1]","[310630.0, 245350.0]","[91.311, 121.748]",2.0,310630.00,128.00,91.31,26.60637209548769,30.436999999999998
1176,84.13,Female,Female-Light,2,Mohawk Dark,None,None,None,Vape,None,None,None,None,[15.0],[36400.0],[334.807],1.0,36400.00,15.00,334.81,NA,NA
1177,92.71,Male,Male-Dark,2,Hoodie,None,Normal Beard,None,None,None,None,None,None,[330.0],[800840.0],[91.311],1.0,800840.00,330.00,91.31,NA,NA
1178,75.94,Male,Male-Mid,2,Headband,None,None,None,Pipe,None,None,None,None,[0.55],[1330.0],[730.5],1.0,1330.00,0.55,730.50,NA,NA
1179,61.65,Male,Male-Mid,2,Mohawk Dark,Classic Shades,None,Classic Shades,None,None,None,None,None,[112.5],[273020.0],[91.311],1.0,273020.00,112.50,91.31,NA,NA
1180,75.11,Male,Male-Mid,2,Mohawk,None,Muttonchops,None,None,None,None,None,None,"[67.0, 0.1, 0.12]","[162600.0, 242.6, 291.2]","[27.0, 1461.0, 1461.0]",3.0,162600.00,67.00,27.00,66648.7684729064,1434.0
1181,81.82,Male,Male-Light,3,Bandana,None,Muttonchops,None,Cigarette,None,None,None,None,[51.31],[124520.0],[30.437],1.0,124520.00,51.31,30.44,NA,NA
1182,106.71,Male,Male-Dark,3,Hoodie,Nerd Glasses,Goat,Nerd Glasses,None,None,None,None,None,[312.5],[758380.0],[91.311],1.0,758380.00,312.50,91.31,NA,NA
1183,226.71,Male,Male-Albino,5,Cap,Big Shades,Muttonchops,Big Shades,None,None,None,Earring,None,"[101.0, 16.9]","[245110.0, 41010.0]","[182.622, 365.244]",2.0,245110.00,101.00,182.62,497.6689180951452,182.622
1184,59.97,Male,Male-Dark,2,Crazy Hair,None,None,None,None,None,Mole,None,None,[135.0],[327620.0],[91.311],1.0,327620.00,135.00,91.31,NA,NA
1185,147.48,Male,Male-Light,4,Mohawk,VR,Handlebars,VR,Vape,None,None,None,None,[159.0],[385860.0],[121.748],1.0,385860.00,159.00,121.75,NA,NA
1186,103.3,Female,Female-Mid,4,Bandana,Purple Eye Shadow,None,Purple Eye Shadow,None,Black Lipstick,None,Earring,None,"[98.0, 102.0, 48.0]","[237830.0, 247530.0, 116490.0]","[121.748, 121.748, 152.185]",3.0,237830.00,98.00,121.75,-3.9191050817877353,0.0
1187,115.76,Female,Female-Albino,2,Straight Hair,None,None,None,Cigarette,None,None,None,None,"[104.9, 120.0]","[254570.0, 291220.0]","[60.874, 91.311]",2.0,254570.00,104.90,60.87,-12.585287462099231,30.437000000000005
1188,107.88,Male,Male-Mid,3,Wild Hair,3D Glasses,Normal Beard,3D Glasses,None,None,None,None,None,,,,,,,,,
1189,123.61,Male,Male-Dark,2,Mohawk Thin,None,None,None,None,None,Spots,None,None,,,,,,,,,
1190,314.65,Zombie,Zombie,4,Bandana,None,Handlebars,None,Cigarette,None,None,Earring,None,"[400.0, 32.0, 32.0]","[970720.0, 77660.0, 77660.0]","[243.496, 365.25, 365.25]",3.0,970720.00,400.00,243.50,1149.9452749771442,121.75399999999999
1191,77.79,Male,Male-Light,2,Messy Hair,None,Front Beard,None,None,None,None,None,None,[86.0],[208700.0],[60.874],1.0,208700.00,86.00,60.87,NA,NA
1192,127.43,Male,Male-Albino,3,Purple Hair,None,Goat,None,None,None,None,Earring,None,,,,,,,,,
1193,202.76,Male,Male-Mid,4,Crazy Hair,None,Mustache,None,None,Smile,Spots,None,None,,,,,,,,,
1194,76.42,Male,Male-Dark,2,Mohawk,None,Goat,None,None,None,None,None,None,[62.0],[150460.0],[23.0],1.0,150460.00,62.00,23.00,NA,NA
1195,64.73,Male,Male-Light,2,Headband,Eye Patch,None,Eye Patch,None,None,None,None,None,,,,,,,,,
1196,89.44,Female,Female-Albino,3,Mohawk Dark,Clown Eyes Green,None,Clown Eyes Green,None,None,None,Earring,None,"[25.0, 12.5]","[60670.0, 30340.0]","[304.37, 334.807]",2.0,60670.00,25.00,304.37,99.96044955670544,30.437000000000012
1197,145.08,Female,Female-Albino,1,Blonde Short,None,None,None,None,None,None,None,None,,,,,,,,,
1198,184.37,Female,Female-Light,4,Clown Hair Green,Horned Rim Glasses,None,Horned Rim Glasses,None,Hot Lipstick,None,None,None,[60.0],[145610.0],[152.185],1.0,145610.00,60.00,152.19,NA,NA
1199,117.74,Female,Female-Mid,3,Tassle Hat,Green Eye Shadow,None,Green Eye Shadow,None,None,None,Earring,None,,,,,,,,,
1200,108.35,Female,Female-Dark,1,None,None,None,None,None,Black Lipstick,None,None,None,,,,,,,,,
1201,77.89,Male,Male-Light,2,Knitted Cap,None,Normal Beard Black,None,None,None,None,None,None,,,,,,,,,
1202,111.22,Male,Male-Light,2,Mohawk Dark,None,Big Beard,None,None,None,None,None,None,,,,,,,,,
1203,135.98,Male,Male-Albino,3,Wild Hair,Nerd Glasses,Big Beard,Nerd Glasses,None,None,None,None,None,[125.0],[303350.0],[152.185],1.0,303350.00,125.00,152.19,NA,NA
1204,144.46,Female,Female-Mid,2,Pigtails,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
1205,51.95,Female,Female-Mid,2,Crazy Hair,None,None,None,None,None,None,Earring,None,"[28.0, 20.5, 19.5]","[67950.0, 49750.0, 47320.0]","[243.496, 273.933, 273.933]",3.0,67950.00,28.00,243.50,36.58016924282929,30.436999999999983
1206,107.0,Female,Female-Mid,2,Half Shaved,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
1207,109.81,Male,Male-Light,2,Fedora,None,Front Beard,None,None,None,None,None,None,,,,,,,,,
1208,80.32,Male,Male-Albino,1,Bandana,None,None,None,None,None,None,None,None,,,,,,,,,
1209,91.23,Female,Female-Albino,2,Mohawk Dark,VR,None,VR,None,None,None,None,None,"[180.0, 52.96, 32.5, 25.0]","[436820.0, 128520.00000000001, 78870.0, 60670.0]","[91.311, 152.185, 243.496, 243.496]",4.0,436820.00,180.00,91.31,239.88219823997633,60.873999999999995
1210,157.69,Female,Female-Light,4,Wild Blonde,Purple Eye Shadow,None,Purple Eye Shadow,Cigarette,Purple Lipstick,None,None,None,"[100.0, 75.0]","[242680.0, 182010.0]","[28.0, 334.807]",2.0,242680.00,100.00,28.00,33.33260077687612,306.807
1211,101.43,Male,Male-Dark,2,Cap Forward,None,None,None,None,Smile,None,None,None,"[0.35, 0.21]","[849.3, 509.6]","[1461.0, 1461.0]",2.0,849.30,0.35,1461.00,66.33372502937719,0.0
1212,82.34,Female,Female-Dark,2,Wild Hair,Green Eye Shadow,None,Green Eye Shadow,None,None,None,None,None,"[23.0, 17.78, 10.5, 0.29]","[55820.0, 43150.0, 25480.0, 703.7]","[273.933, 334.807, 334.807, 1461.0]",4.0,55820.00,23.00,273.93,29.35969038956224,60.874000000000024
1213,77.06,Male,Male-Light,2,Mohawk,None,Luxurious Beard,None,None,None,None,None,None,,,,,,,,,
1214,125.56,Female,Female-Mid,3,Half Shaved,Eye Patch,None,Eye Patch,None,Purple Lipstick,None,None,None,,,,,,,,,
1215,48.33,Male,Male-Light,2,Headband,None,None,None,None,None,None,Earring,None,"[58.14, 37.95, 0.32, 0.28]","[141090.0, 92100.0, 776.5, 667.3]","[152.185, 152.185, 1095.75, 1461.0]",4.0,141090.00,58.14,152.19,53.1905191040271,0.0
1216,108.79,Male,Male-Light,1,Purple Hair,None,None,None,None,None,None,None,None,"[0.45, 0.15]","[1090.0, 364.0]","[1461.0, 1461.0]",2.0,1090.00,0.45,1461.00,198.63013698630135,0.0
1217,59.98,Female,Female-Light,2,Bandana,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
1218,81.13,Male,Male-Albino,1,Stringy Hair,None,None,None,None,None,None,None,None,,,,,,,,,
1219,78.71,Male,Male-Light,2,Hoodie,Eye Patch,None,Eye Patch,None,None,None,None,None,,,,,,,,,
1220,144.46,Female,Female-Light,2,Pink With Hat,None,None,None,None,Purple Lipstick,None,None,None,,,,,,,,,
1221,118.6,Male,Male-Light,1,Cowboy Hat,None,None,None,None,None,None,None,None,,,,,,,,,
1222,146.54,Male,Male-Albino,4,Crazy Hair,Horned Rim Glasses,Big Beard,Horned Rim Glasses,None,None,None,Earring,None,[69.0],[167450.0],[152.185],1.0,167450.00,69.00,152.19,NA,NA
1223,85.93,Male,Male-Light,2,Cap,None,Handlebars,None,None,None,None,None,None,,,,,,,,,
1224,93.91,Female,Female-Mid,3,Headband,Purple Eye Shadow,None,Purple Eye Shadow,Cigarette,None,None,None,None,[23.0],[55820.0],[304.37],1.0,55820.00,23.00,304.37,NA,NA
1225,126.81,Female,Female-Albino,3,Straight Hair Blonde,None,None,None,None,Black Lipstick,None,Earring,None,[2.0],[4850.0],[365.25],1.0,4850.00,2.00,365.25,NA,NA
1226,123.51,Male,Male-Dark,4,Messy Hair,None,Shadow Beard,None,Medical Mask,None,None,Earring,None,[0.1],[242.6],[1461.0],1.0,242.60,0.10,1461.00,NA,NA
1227,111.14,Female,Female-Dark,3,Wild Blonde,None,None,None,None,Purple Lipstick,None,Earring,None,,,,,,,,,
1228,128.0,Male,Male-Mid,3,Fedora,Classic Shades,Handlebars,Classic Shades,None,None,None,None,None,,,,,,,,,
1229,120.88,Male,Male-Light,2,Clown Hair Green,None,Goat,None,None,None,None,None,None,,,,,,,,,
1230,71.59,Male,Male-Dark,2,Frumpy Hair,VR,None,VR,None,None,None,None,None,,,,,,,,,
1231,121.85,Male,Male-Light,4,Bandana,Eye Mask,Front Beard,Eye Mask,Cigarette,None,None,None,None,[0.06],[145.6],[1461.0],1.0,145.60,0.06,1461.00,NA,NA
1232,158.65,Female,Female-Mid,1,Pigtails,None,None,None,None,None,None,None,None,[11.11],[26960.0],[365.25],1.0,26960.00,11.11,365.25,NA,NA
1233,97.13,Female,Female-Light,3,Knitted Cap,None,None,None,Vape,Hot Lipstick,None,None,None,,,,,,,,,
1234,81.91,Female,Female-Light,2,Stringy Hair,Blue Eye Shadow,None,Blue Eye Shadow,None,None,None,None,None,"[5.5, 5.0]","[13350.0, 12130.0]","[365.25, 365.25]",2.0,13350.00,5.50,365.25,10.04863572665073,0.0
1235,107.19,Male,Male-Dark,4,Knitted Cap,Horned Rim Glasses,Goat,Horned Rim Glasses,Cigarette,None,None,None,None,,,,,,,,,
1236,75.1,Male,Male-Light,2,Mohawk,None,Muttonchops,None,None,None,None,None,None,"[0.1, 0.22]","[242.6, 533.9]","[1095.75, 1461.0]",2.0,242.60,0.10,1095.75,-54.64572817349037,365.25
1237,158.87,Female,Female-Light,1,Pigtails,None,None,None,None,None,None,None,None,[35.0],[84940.0],[334.807],1.0,84940.00,35.00,334.81,NA,NA
1238,70.72,Male,Male-Light,2,Do-rag,Regular Shades,None,Regular Shades,None,None,None,None,None,"[5.0, 0.89]","[12130.0, 2160.0]","[365.244, 365.25]",2.0,12130.00,5.00,365.24,461.3142063859325,0.005999999999971806
1239,76.49,Male,Male-Mid,2,Cap Forward,Big Shades,None,Big Shades,None,None,None,None,None,,,,,,,,,
1240,75.55,Male,Male-Dark,2,Messy Hair,3D Glasses,None,3D Glasses,None,None,None,None,None,"[46.0, 32.0]","[111630.0, 77660.0]","[304.37, 334.807]",2.0,111630.00,46.00,304.37,43.7401012091011,30.437000000000012
1241,98.0,Male,Male-Albino,2,Shaved Head,None,Goat,None,None,None,None,None,None,"[109.0, 6.0, 5.5, 5.0]","[264520.0, 14560.0, 13350.0, 12130.0]","[60.874, 334.807, 365.244, 365.25]",4.0,264520.00,109.00,60.87,1716.6334729757573,273.933
1242,66.93,Male,Male-Mid,2,Cap,None,Shadow Beard,None,None,None,None,None,None,[3.0],[7280.0],[365.25],1.0,7280.00,3.00,365.25,NA,NA
1243,130.33,Female,Female-Light,2,Wild Blonde,Purple Eye Shadow,None,Purple Eye Shadow,None,None,None,None,None,"[84.99, 59.99, 31.0]","[206250.0, 145580.0, 75230.0]","[304.37, 304.37, 334.807]",3.0,206250.00,84.99,304.37,41.67370742061121,0.0
1244,96.01,Male,Male-Mid,2,Purple Hair,None,None,None,None,None,Mole,None,None,"[1.95, 1.0, 0.6, 0.52, 0.3]","[4730.0, 2430.0, 1460.0, 1260.0, 728.0]","[365.25, 365.25, 365.25, 730.5, 1095.75]",5.0,4730.00,1.95,365.25,94.57013574660633,0.0
1245,146.2,Female,Female-Mid,4,Blonde Short,Clown Eyes Green,None,Clown Eyes Green,None,Hot Lipstick,None,Earring,None,,,,,,,,,
1246,124.25,Female,Female-Dark,4,Dark Hair,Nerd Glasses,None,Nerd Glasses,None,Hot Lipstick,None,Earring,None,,,,,,,,,
1247,101.47,Female,Female-Albino,3,Crazy Hair,Clown Eyes Green,None,Clown Eyes Green,None,Purple Lipstick,None,None,None,,,,,,,,,
1248,50.68,Female,Female-Light,2,Mohawk Thin,None,None,None,None,None,None,Earring,None,,,,,,,,,
1249,78.76,Female,Female-Mid,4,Mohawk Thin,None,None,None,Cigarette,Black Lipstick,None,Earring,None,,,,,,,,,
1250,132.49,Male,Male-Mid,4,Hoodie,Small Shades,None,Small Shades,Pipe,None,Mole,None,None,,,,,,,,,
1251,122.51,Female,Female-Light,3,Blonde Bob,Nerd Glasses,None,Nerd Glasses,None,Black Lipstick,None,None,None,"[142.0, 33.0, 24.97, 19.99]","[344610.0, 80080.0, 60600.0, 48510.0]","[60.874, 273.933, 273.933, 273.933]",4.0,344610.00,142.00,60.87,330.3267941209525,213.059
1252,77.34,Male,Male-Mid,3,Bandana,None,Luxurious Beard,None,None,None,None,Earring,None,[0.25],[606.7],[1095.75],1.0,606.70,0.25,1095.75,NA,NA
1253,124.45,Female,Female-Albino,3,Blonde Bob,None,None,None,None,Purple Lipstick,None,Earring,None,"[48.99, 20.69]","[118890.0, 50210.0]","[304.37, 334.807]",2.0,118890.00,48.99,304.37,136.78078508693315,30.437000000000012
1254,69.85,Male,Male-Dark,3,Mohawk Thin,Clown Eyes Green,None,Clown Eyes Green,None,None,None,Earring,None,"[55.0, 52.69, 116.88, 166.66, 77.66, 52.45, 0.31]","[133470.0, 127870.0, 283640.0, 404450.0, 188470.0, 127290.0, 741.5]","[30.437, 30.437, 91.311, 121.748, 121.748, 152.185, 1461.0]",7.0,133470.00,55.00,30.44,4.378631589648943,0.0
1255,62.16,Female,Female-Light,2,Knitted Cap,None,None,None,None,Hot Lipstick,None,None,None,,,,,,,,,
1256,72.87,Male,Male-Light,3,Do-rag,Regular Shades,None,Regular Shades,None,None,None,Earring,None,"[0.4, 0.3]","[970.7, 728.0]","[730.5, 730.5]",2.0,970.70,0.40,730.50,33.155006858710564,0.0
1257,74.25,Male,Male-Dark,3,Do-rag,Classic Shades,None,Classic Shades,None,None,None,Earring,None,"[0.19, 0.15]","[461.0, 364.0]","[1461.0, 1461.0]",2.0,461.00,0.19,1461.00,26.301369863013697,0.0
1258,67.76,Male,Male-Mid,3,Cap,Big Shades,None,Big Shades,None,None,None,Earring,None,[0.45],[1090.0],[1095.75],1.0,1090.00,0.45,1095.75,NA,NA
1259,122.11,Male,Male-Mid,4,Shaved Head,Small Shades,Front Beard Dark,Small Shades,None,None,None,Earring,None,[0.05],[121.3],[1461.0],1.0,121.30,0.05,1461.00,NA,NA
1260,164.64,Female,Female-Albino,4,Crazy Hair,Big Shades,None,Big Shades,None,None,Rosy Cheeks,Earring,None,,,,,,,,,
1261,116.93,Female,Female-Light,2,Blonde Bob,Clown Eyes Green,None,Clown Eyes Green,None,None,None,None,None,"[124.99, 140.0, 110.0]","[303330.0, 339750.0, 266950.0]","[60.874, 121.748, 121.748]",3.0,303330.00,124.99,60.87,-10.719909580840085,60.874
1262,116.44,Male,Male-Mid,3,Purple Hair,None,Normal Beard,None,None,None,None,Earring,None,,,,,,,,,
1263,76.04,Male,Male-Light,2,Wild Hair,None,Normal Beard,None,None,None,None,None,None,,,,,,,,,
1264,123.94,Female,Female-Albino,2,Straight Hair,Classic Shades,None,Classic Shades,None,None,None,None,None,[0.5],[1210.0],[1095.75],1.0,1210.00,0.50,1095.75,NA,NA
1265,141.79,Female,Female-Dark,4,Dark Hair,Eye Mask,None,Eye Mask,None,Purple Lipstick,None,Earring,None,[0.11],[266.9],[1461.0],1.0,266.90,0.11,1461.00,NA,NA
1266,90.14,Male,Male-Mid,2,Cap,None,None,None,None,Smile,None,None,None,"[25.0, 25.0, 0.12, 0.05]","[60670.0, 60670.0, 291.2, 121.3]","[304.37, 334.807, 1461.0, 1461.0]",4.0,60670.00,25.00,304.37,-0.0016482339173575513,30.437000000000012
1267,85.04,Female,Female-Light,2,Crazy Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,None,None,None,None,"[129.85, 100.0, 25.99]","[315120.0, 242680.0, 63070.0]","[60.874, 121.748, 152.185]",3.0,315120.00,129.85,60.87,29.849473176721702,60.874
1268,95.57,Female,Female-Light,2,Clown Hair Green,None,None,None,None,None,None,Earring,None,,,,,,,,,
1269,113.24,Male,Male-Dark,3,Cap Forward,Eye Patch,Chinstrap,Eye Patch,None,None,None,None,None,"[103.0, 53.5, 53.5, 23.89, 25.0]","[249960.0, 129830.00000000001, 129830.00000000001, 57980.0, 60670.0]","[121.748, 152.185, 152.185, 243.496, 304.37]",5.0,249960.00,103.00,121.75,92.52720844790532,30.436999999999998
1270,78.43,Male,Male-Light,3,Crazy Hair,Regular Shades,Shadow Beard,Regular Shades,None,None,None,None,None,"[150.0, 0.1]","[364020.0, 242.6]","[121.748, 1461.0]",2.0,364020.00,150.00,121.75,149333.49753694583,1339.252
1271,267.77,Male,Male-Light,5,Purple Hair,Big Shades,None,Big Shades,Pipe,None,Spots,Earring,None,"[200.0, 87.0]","[485360.0, 211130.0]","[152.185, 243.496]",2.0,485360.00,200.00,152.19,129.88571076724878,91.311
1272,108.81,Female,Female-Mid,2,Tassle Hat,VR,None,VR,None,None,None,None,None,,,,,,,,,
1273,98.16,Female,Female-Light,2,Dark Hair,None,None,None,Cigarette,None,None,None,None,,,,,,,,,
1274,141.24,Male,Male-Mid,3,Top Hat,Regular Shades,Shadow Beard,Regular Shades,None,None,None,None,None,[0.05],[121.3],[1461.0],1.0,121.30,0.05,1461.00,NA,NA
1275,79.18,Male,Male-Dark,2,Knitted Cap,None,Chinstrap,None,None,None,None,None,None,[6.0],[14560.0],[334.807],1.0,14560.00,6.00,334.81,NA,NA
1276,97.26,Female,Female-Dark,3,Messy Hair,Purple Eye Shadow,None,Purple Eye Shadow,None,Black Lipstick,None,None,None,,,,,,,,,
1277,63.47,Female,Female-Dark,3,Mohawk Thin,None,None,None,None,Hot Lipstick,None,Earring,None,,,,,,,,,
1278,88.68,Male,Male-Albino,2,Mohawk Dark,None,Normal Beard Black,None,None,None,None,None,None,,,,,,,,,
1279,73.39,Male,Male-Dark,2,Police Cap,None,None,None,None,None,None,Earring,None,"[129.74, 100.0]","[314850.0, 242680.0]","[91.311, 121.748]",2.0,314850.00,129.74,91.31,29.73821601196633,30.436999999999998
1280,112.6,Male,Male-Dark,3,Messy Hair,Small Shades,None,Small Shades,None,None,None,None,Clown Nose,"[13.25, 12.0]","[32159.999999999996, 29120.0]","[334.807, 334.807]",2.0,32160.00,13.25,334.81,10.43576800247243,0.0
1281,52.32,Male,Male-Dark,2,Messy Hair,None,None,None,Cigarette,None,None,None,None,"[69.95, 52.0]","[169750.0, 126190.0]","[1.0, 30.437]",2.0,169750.00,69.95,1.00,34.51830954663962,29.437
1282,70.11,Male,Male-Light,2,Peak Spike,Big Shades,None,Big Shades,None,None,None,None,None,[22.65],[54970.0],[213.059],1.0,54970.00,22.65,213.06,NA,NA
1283,129.0,Male,Male-Light,4,Peak Spike,Eye Mask,Handlebars,Eye Mask,None,None,None,Earring,None,,,,,,,,,
1284,93.85,Male,Male-Light,3,Crazy Hair,Big Shades,Mustache,Big Shades,None,None,None,None,None,[0.25],[606.7],[1461.0],1.0,606.70,0.25,1461.00,NA,NA
1285,164.5,Male,Male-Light,4,Top Hat,Regular Shades,Mustache,Regular Shades,None,None,None,Earring,None,,,,,,,,,
1286,51.77,Male,Male-Mid,2,Stringy Hair,None,None,None,Cigarette,None,None,None,None,[0.11],[266.9],[1095.75],1.0,266.90,0.11,1095.75,NA,NA
1287,123.86,Male,Male-Albino,2,Cap,None,None,None,None,None,None,None,None,"[74.74, 31.0, 26.1]","[181380.0, 75230.0, 63340.0]","[152.185, 182.622, 182.622]",3.0,181380.00,74.74,152.19,141.09741994656457,30.437000000000012
