id,RarityScore,AttributeCount,Background,Fur,Skin,Head,Mouth,Teeth,Clothing,EyeWear,PriceSellSOL,TimeInDays,TimesSold,LastSOLPrice,TimePurchase,LastPriceSOL
163,1316,3,Blue,Blue , Peach,Beanie,Drool,No Traits,Suit,No Traits,"['59.40', '10.24']","[243.496, 243.496]",2.0,59.40,243.5,59.4
164,2132,3,Yellow,Brown , Yellow,Football Helmet,Sandwich,No Traits,Silk Robe,No Traits,"['268.24', '119.75']","[243.496, 243.496]",2.0,268.24,243.5,268.24
165,1893,4,Green,Green , Peach,Floral Crown,Dirty Fiat,Gold Tooth,Ski Jacket,No Traits,"['35.50', '50.00', '115.00', '18.86']","[121.748, 121.748, 243.496, 243.496]",4.0,35.50,121.75,35.5
166,983,4,Green,Black , Peach,No Traits,Burger,Wooden Tooth,Black T-Shirt,Wayfarer Glasses,"['88.00', '85.00', '88.14', '26.34']","[30.437, 243.496, 243.496, 243.496]",4.0,88.00,30.44,88.0
167,2064,3,Black,Black , Peach,Snapback Cap,Sandwich,No Traits,Silk Robe,No Traits,"['191.60', '93.41']","[243.496, 243.496]",2.0,191.60,243.5,191.6
168,1218,3,Purple,Green , Peach,Explorer's Hat,Dirty Fiat,No Traits,Leather Jacket,No Traits,['100.59'],[243.496],1.0,100.59,243.5,100.59
169,733,1,Yellow,Brown , Yellow,No Traits,No Traits,No Traits,Cheerleader,No Traits,['19.16'],[273.933],1.0,19.16,273.93,19.16
170,950,3,Yellow,Brown , Peach,Beanie,Corndog,No Traits,Cheerleader,No Traits,,,,,,
171,753,2,Black,Black , Gray,Snapback Cap,Pizza,No Traits,No Traits,No Traits,"['44.00', '23.95', '14.26', '12.45']","[182.622, 243.496, 243.496, 243.496]",4.0,44.00,182.62,44.0
172,2673,3,Black,Black , Gray,Degen Service Hat,No Traits,Wooden Tooth,Degen Service Shirt,No Traits,"['239.00', '148.49']","[30.437, 243.496]",2.0,239.00,30.44,239.0
173,2393,4,Yellow,Green , Peach,Fishing Hat,6pc Tendies,Gold Tooth,Striped T-Shirt,No Traits,,,,,,
174,886,3,Yellow,Brown , Yellow,Beanie,No Traits,No Traits,Hoodie,Round Glasses,['29.00'],[30.437],1.0,29.00,30.44,29.0
175,2079,4,Red,Albino , Blue,Pilot's Hat,Dirty Fiat,Gold Tooth,Jungle Explorer,No Traits,['163.00'],[30.437],1.0,163.00,30.44,163.0
176,1372,3,Purple,Purple , Purple,Conical Hat,No Traits,No Traits,Turtleneck Suit,Wayfarer Glasses,['21.08'],[243.496],1.0,21.08,243.5,21.08
177,773,2,Green,Green , Peach,Snapback Cap,No Traits,No Traits,Cheerleader,No Traits,"['48.42', '83.35', '18.20']","[30.437, 243.496, 273.933]",3.0,48.42,30.44,48.42
178,1874,4,Black,Black , Gray,Sailor's Hat,Dirty Fiat,Wooden Teeth,Bowling Shirt,No Traits,"['92.00', '43.59', '28.74']","[213.059, 243.496, 243.496]",3.0,92.00,213.06,92.0
179,847,1,Teal,Purple , Purple,No Traits,Soda,No Traits,No Traits,No Traits,"['57.00', '124.54']","[4.0, 243.496]",2.0,57.00,4.0,57.0
180,899,3,Green,Green , Green,No Traits,Eggplant,No Traits,Black T-Shirt,Wayfarer Glasses,"['51.00', '82.00', '66.76']","[0.5, 26.0, 243.496]",3.0,51.00,0.5,51.0
181,674,2,Yellow,Brown , Yellow,No Traits,Soda,No Traits,Tie-Dye T-Shirt,No Traits,['91.01'],[243.496],1.0,91.01,243.5,91.01
182,2099,4,Green,Ice,Ice,Racoon Skin Hat,Pipe,No Traits,Pilot's Jacket,Round Glasses,['239.50'],[243.496],1.0,239.50,243.5,239.5
183,691,1,Blue,Blue , Peach,No Traits,No Traits,No Traits,Hoodie,No Traits,"['80.00', '66.10']","[91.311, 243.496]",2.0,80.00,91.31,80.0
184,821,3,Blue,Blue , Blue,No Traits,Banana,No Traits,Denim Vest,Round Glasses,['66.76'],[243.496],1.0,66.76,243.5,66.76
185,1226,3,Black,Black , Gray,Explorer's Hat,No Traits,No Traits,Turtleneck,Shutter Shades,"['74.72', '110.17', '7.55']","[243.496, 243.496, 243.496]",3.0,74.72,243.5,74.72
186,1196,3,Blue,Blue , Blue,Pilot's Hat,Banana,No Traits,Cheerleader,No Traits,,,,,,
187,769,1,Purple,Black , Gray,No Traits,No Traits,No Traits,Cheerleader,No Traits,,,,,,
188,1310,4,Blue,Blue , Peach,Pilot's Hat,Sandwich,No Traits,Bowling Shirt,Wayfarer Glasses,,,,,,
189,3328,3,Purple,Purple , Peach,Football Helmet,Corndog,No Traits,Fur Coat,No Traits,,,,,,
190,1200,4,Blue,Albino , Blue,Musketeer's Hat,Corndog,Wooden Tooth,Hoodie,No Traits,"['88.00', '65.00', '33.00', '21.08']","[30.437, 60.874, 152.185, 243.496]",4.0,88.00,30.44,88.0
191,1291,3,Yellow,Brown , Yellow,Musketeer's Hat,Ape-le Juice,No Traits,Hawaiin Shirt,No Traits,"['69.00', '85.00', '95.80', '65.14']","[18.0, 30.437, 243.496, 243.496]",4.0,69.00,18.0,69.0
192,8557,3,Green,Green , Peach,Sun Hat,Golden Tendie,No Traits,NB-Ape Red,No Traits,['744.37'],[243.496],1.0,744.37,243.5,744.37
193,1115,3,Red,Red , Peach,Baseball Cap,Sandwich,No Traits,Pilot's Jacket,No Traits,"['100.00', '85.00', '78.00', '64.19', '17.24', '14.37']","[30.437, 30.437, 213.059, 243.496, 243.496, 243.496]",6.0,100.00,30.44,100.0
194,1307,3,Yellow,Brown , Peach,Pilot's Hat,Ape-le Juice,No Traits,Hoodie,No Traits,"['88.14', '78.56']","[243.496, 243.496]",2.0,88.14,243.5,88.14
195,889,2,Teal,Green , Peach,No Traits,Corndog,No Traits,Bowling Shirt,No Traits,['76.64'],[243.496],1.0,76.64,243.5,76.64
196,1065,3,Black,Black , Gray,Viking's Helmet,Sandwich,No Traits,Wetsuit,No Traits,,,,,,
197,1220,2,Red,Red , Blue,Pilot's Hat,Eggplant,No Traits,No Traits,No Traits,"['44.90', '32.09', '26.82', '13.30', '12.23']","[91.311, 243.496, 243.496, 243.496, 243.496]",5.0,44.90,91.31,44.9
198,1296,3,Teal,Purple , Purple,Sun Hat,Pizza,No Traits,Hawaiin Shirt,No Traits,"['70.00', '81.43']","[213.059, 243.496]",2.0,70.00,213.06,70.0
199,1038,3,Red,Red , Peach,Sailor's Hat,Bubblegum,No Traits,Dress,No Traits,"['66.10', '31.52', '8.62']","[243.496, 243.496, 243.496]",3.0,66.10,243.5,66.1
200,962,2,Yellow,Brown , Yellow,Football Helmet,No Traits,No Traits,Maid's Uniform,No Traits,"['61.00', '8.53', '7.18']","[30.437, 243.496, 243.496]",3.0,61.00,30.44,61.0
201,2256,4,Green,Green , Green,Fishing Hat,6pc Tendies,No Traits,Wetsuit,Wayfarer Glasses,['18.20'],[243.496],1.0,18.20,243.5,18.2
202,1838,3,Purple,Purple , Peach,Graduation Cap,No Traits,Wooden Tooth,NB-Ape Yellow,No Traits,"['177.23', '114.00']","[243.496, 243.496]",2.0,177.23,243.5,177.23
203,1212,3,Yellow,Brown , Peach,Headband,Soda,No Traits,Overalls,No Traits,,,,,,
204,1148,3,Yellow,Albino , Peach,Graduation Cap,Burger,No Traits,No Traits,Shutter Shades,['85.00'],[243.496],1.0,85.00,243.5,85.0
205,2177,4,Blue,Leopard,Leopard,Pilot's Hat,Sushi,Gold Tooth,Overalls,No Traits,['76.64'],[243.496],1.0,76.64,243.5,76.64
206,901,3,Black,Purple , Peach,No Traits,Dirty Fiat,No Traits,Dress,Wayfarer Glasses,"['45.00', '91.01', '27.78', '13.40']","[152.185, 243.496, 243.496, 243.496]",4.0,45.00,152.19,45.0
207,1156,4,Purple,Purple , Purple,Viking's Helmet,Grilled Cheese,Wooden Tooth,Bowling Shirt,No Traits,"['35.50', '49.00', '95.80', '34.49', '9.57', '19.16']","[121.748, 182.622, 243.496, 243.496, 243.496, 243.496]",6.0,35.50,121.75,35.5
208,2023,4,Yellow,Leopard,Leopard,Beanie,Banana,No Traits,NB-Ape Red,Ape Vipers,['129.33'],[243.496],1.0,129.33,243.5,129.33
209,877,3,Red,Red , Peach,Floral Crown,No Traits,No Traits,Tie-Dye T-Shirt,Wayfarer Glasses,"['46.75', '18.20']","[243.496, 243.496]",2.0,46.75,243.5,46.75
210,837,2,Blue,Blue , Blue,Snapback Cap,Eggplant,No Traits,No Traits,No Traits,"['65.00', '56.41', '7.66']","[91.311, 243.496, 243.496]",3.0,65.00,91.31,65.0
211,889,2,Red,Red , Peach,No Traits,No Traits,No Traits,Bowling Shirt,3d Glasses,,,,,,
212,3976,3,Purple,Blue , Peach,Pharaoh's Neme,Grilled Cheese,No Traits,Bowling Shirt,No Traits,,,,,,
213,812,1,Black,Black , Peach,Snapback Cap,No Traits,No Traits,No Traits,No Traits,"['50.00', '95.80']","[182.622, 243.496]",2.0,50.00,182.62,50.0
214,1204,4,Black,Black , Peach,Bucket Hat,Ape-le Juice,No Traits,Bowling Shirt,Aviator Glasses,"['80.00', '84.30', '57.48']","[30.437, 243.496, 243.496]",3.0,80.00,30.44,80.0
215,883,3,Green,Green , Peach,No Traits,Soda,No Traits,Maid's Uniform,Round Glasses,"['53.00', '37.00', '35.00', '46.85', '11.50']","[60.874, 121.748, 121.748, 243.496, 243.496]",5.0,53.00,60.87,53.0
216,1426,4,Black,Black , Gray,Mobster Hat,Donut,No Traits,Denim Vest,Ape Vipers,['43.11'],[243.496],1.0,43.11,243.5,43.11
217,1041,2,Teal,Red , Blue,Beanie,Bubblegum,No Traits,No Traits,No Traits,,,,,,
218,911,3,Yellow,Brown , Peach,Baseball Cap,Dirty Fiat,No Traits,No Traits,Round Glasses,['95.00'],[30.437],1.0,95.00,30.44,95.0
219,1357,3,Purple,Purple , Purple,Snapback Cap,Corndog,No Traits,Turtleneck Suit,No Traits,"['60.00', '14.37']","[213.059, 243.496]",2.0,60.00,213.06,60.0
220,7149,4,Red,Brown , Yellow,Graduation Cap,Rainbow Vomit,Gold Tooth,Maid's Uniform,No Traits,,,,,,
221,1266,4,Green,Green , Green,Explorer's Hat,Burger,No Traits,Tie-Dye T-Shirt,Wayfarer Glasses,['17.24'],[243.496],1.0,17.24,243.5,17.24
222,2144,3,Green,Green , Peach,Racoon Skin Hat,6pc Tendies,No Traits,Cheerleader,No Traits,"['160.94', '134.78', '30.66']","[243.496, 243.496, 243.496]",3.0,160.94,243.5,160.94
223,2562,4,Blue,Albino , Blue,Explorer's Hat,6pc Tendies,No Traits,Leather Jacket,Ape Vipers,,,,,,
224,1064,4,Black,Blue , Blue,Snapback Cap,Corndog,No Traits,Tie-Dye T-Shirt,Shutter Shades,"['45.69', '10.54', '8.62', '13.36']","[243.496, 243.496, 243.496, 243.496]",4.0,45.69,243.5,45.69
225,3170,2,Yellow,Brown , Peach,Racoon Skin Hat,No Traits,No Traits,Fur Coat,No Traits,['191.60'],[243.496],1.0,191.60,243.5,191.6
226,4406,4,Black,Black , Gray,Policeman's Cap,Crayons,Wooden Tooth,Hoodie,No Traits,"['200.00', '95.80']","[152.185, 243.496]",2.0,200.00,152.19,200.0
227,864,2,Blue,Blue , Blue,Viking's Helmet,No Traits,No Traits,Black T-Shirt,No Traits,"['74.72', '104.90', '57.48', '38.27', '0.67', '51.73', '45.98']","[243.496, 243.496, 243.496, 243.496, 243.496, 243.496, 243.496]",7.0,74.72,243.5,74.72
228,1850,2,Black,Blue , Blue,Beer Hat,No Traits,No Traits,Hoodie,No Traits,"['263.45', '85.26']","[243.496, 243.496]",2.0,263.45,243.5,263.45
229,2365,3,Black,Black , Gray,Policeman's Cap,Ape Force 1's,No Traits,Police Uniform,No Traits,,,,,,
230,1240,4,Blue,Blue , Blue,Straw Hat,No Traits,Gold Tooth,Striped T-Shirt,Wayfarer Glasses,"['89.00', '75.43', '19.16']","[30.437, 91.311, 243.496]",3.0,89.00,30.44,89.0
231,1006,4,Yellow,Brown , Peach,Sailor's Hat,Grilled Cheese,No Traits,Hoodie,Aviator Glasses,['14.85'],[243.496],1.0,14.85,243.5,14.85
232,931,4,Purple,Purple , Purple,Baseball Cap,Sandwich,No Traits,Striped T-Shirt,Wayfarer Glasses,"['37.50', '40.00']","[121.748, 182.622]",2.0,37.50,121.75,37.5
233,1431,2,Green,Albino , Blue,Judge's Wig,Pizza,No Traits,No Traits,No Traits,"['15.33', '15.33']","[243.496, 243.496]",2.0,15.33,243.5,15.33
234,2828,4,Purple,Red , Blue,Degen Service Hat,Banana,No Traits,Degen Service Shirt,Ape Vipers,,,,,,
235,1776,3,Teal,Brown , Yellow,Bucket Hat,PV-Ape Glue,No Traits,Hoodie,No Traits,,,,,,
236,1129,4,Red,Red , Blue,Musketeer's Hat,Soda,No Traits,Black T-Shirt,Shutter Shades,"['190.64', '19.16', '11.50']","[243.496, 243.496, 243.496]",3.0,190.64,243.5,190.64
237,1030,3,Red,Red , Blue,Baseball Cap,Dirty Fiat,No Traits,Maid's Uniform,No Traits,"['65.00', '10.06', '8.81', '10.54', '15.33']","[213.059, 243.496, 243.496, 243.496, 243.496]",5.0,65.00,213.06,65.0
238,1409,4,Blue,Blue , Peach,Captain's Hat,Burger,No Traits,Overalls,Wayfarer Glasses,"['29.99', '14.37']","[121.748, 243.496]",2.0,29.99,121.75,29.99
239,1243,3,Purple,Purple , Purple,No Traits,Ape-le Juice,No Traits,Pilot's Jacket,Shutter Shades,['64.79'],[30.437],1.0,64.79,30.44,64.79
240,888,2,Black,Black , Peach,Sun Hat,No Traits,No Traits,Cheerleader,No Traits,"['25.00', '51.00', '94.84', '43.11', '43.11']","[152.185, 213.059, 243.496, 243.496, 243.496]",5.0,25.00,152.19,25.0
241,3347,3,Red,Black , Gray,Pope's Mitre,No Traits,No Traits,Black T-Shirt,Heart Glasses,['38.32'],[243.496],1.0,38.32,243.5,38.32
242,720,2,Red,Red , Blue,No Traits,Sandwich,No Traits,Denim Vest,No Traits,"['91.00', '102.00', '14.27']","[30.437, 30.437, 243.496]",3.0,91.00,30.44,91.0
243,2247,4,Red,Brown , Peach,Racoon Skin Hat,Ape Force 1's,No Traits,Jungle Explorer,Aviator Glasses,"['71.85', '43.11']","[243.496, 243.496]",2.0,71.85,243.5,71.85
244,1497,4,Black,Green , Peach,Straw Hat,Sandwich,No Traits,Suit,Shutter Shades,['50.00'],[121.748],1.0,50.00,121.75,50.0
245,2129,4,Yellow,Leopard,Leopard,Bucket Hat,Banana,No Traits,NB-Ape Green,Shutter Shades,,,,,,
246,1275,3,Yellow,Brown , Peach,Musketeer's Hat,Drool,No Traits,Jungle Explorer,No Traits,"['92.89', '45.98']","[243.496, 243.496]",2.0,92.89,243.5,92.89
247,1509,3,Purple,Purple , Purple,Floral Crown,Eggplant,No Traits,Turtleneck Suit,No Traits,"['119.75', '52.69', '42.81', '33.53', '9.58']","[243.496, 243.496, 243.496, 243.496, 243.496]",5.0,119.75,243.5,119.75
248,1480,2,Blue,Blue , Peach,No Traits,Banana,No Traits,NB-Ape Green,No Traits,['78.50'],[91.311],1.0,78.50,91.31,78.5
249,1768,3,Red,Red , Peach,Sailor's Hat,No Traits,Gold Tooth,NB-Ape Red,No Traits,"['75.00', '177.23']","[152.185, 243.496]",2.0,75.00,152.19,75.0
250,2002,3,Blue,Blue , Blue,Headband,Ape Force 1's,No Traits,Maid's Uniform,No Traits,['105.00'],[213.059],1.0,105.00,213.06,105.0
251,605,2,Green,Green , Peach,No Traits,Sandwich,Wooden Tooth,No Traits,No Traits,"['43.00', '39.00', '34.00', '32.57']","[91.311, 121.748, 121.748, 243.496]",4.0,43.00,91.31,43.0
252,2341,3,Purple,Purple , Peach,Laurel Wreath,No Traits,No Traits,Black T-Shirt,Heart Glasses,,,,,,
253,1704,3,Red,Red , Peach,Top Hat,No Traits,No Traits,Denim Vest,Wayfarer Glasses,"['162.56', '124.54']","[243.496, 243.496]",2.0,162.56,243.5,162.56
254,1055,2,Blue,Purple , Purple,Captain's Hat,No Traits,No Traits,Striped T-Shirt,No Traits,,,,,,
255,10238,2,Purple,Leopard,Leopard,No Traits,Golden Tendie,No Traits,Fur Coat,No Traits,,,,,,
256,945,2,Teal,Green , Green,Floral Crown,No Traits,No Traits,Tie-Dye T-Shirt,No Traits,"['15.00', '20.00', '50.00']","[182.622, 213.059, 213.059]",3.0,15.00,182.62,15.0
257,3613,4,Black,Black , Gray,Degen Service Hat,Ape Force 1's,No Traits,Degen Service Shirt,Wayfarer Glasses,,,,,,
258,1136,2,Red,Red , Peach,Sun Hat,No Traits,No Traits,Police Uniform,No Traits,"['51.00', '17.24']","[91.311, 243.496]",2.0,51.00,91.31,51.0
259,1239,4,Purple,Purple , Purple,Bucket Hat,Pipe,No Traits,Dress,Ape Vipers,"['215.55', '46.94', '38.32', '23.95', '12.45']","[243.496, 243.496, 243.496, 243.496, 243.496]",5.0,215.55,243.5,215.55
260,798,2,Red,Red , Peach,Beanie,Burger,No Traits,No Traits,No Traits,,,,,,
261,830,3,Purple,Purple , Peach,Snapback Cap,No Traits,No Traits,Tie-Dye T-Shirt,Wayfarer Glasses,['23.95'],[243.496],1.0,23.95,243.5,23.95
262,1171,4,Yellow,Brown , Yellow,Snapback Cap,Pipe,No Traits,Leather Jacket,Shutter Shades,"['54.00', '86.22']","[0.6666666666666666, 243.496]",2.0,54.00,0.67,54.0
263,1418,4,Red,Red , Peach,Sun Hat,Donut,No Traits,Denim Vest,Shutter Shades,,,,,,
264,2264,3,Green,Green , Green,Pope's Mitre,Grilled Cheese,No Traits,Tie-Dye T-Shirt,No Traits,"['143.69', '71.85']","[243.496, 243.496]",2.0,143.69,243.5,143.69
265,1542,3,Black,Purple , Peach,Sergeant's Hat,Sushi,No Traits,No Traits,Round Glasses,,,,,,
266,3694,4,Red,Red , Blue,Knight's Helmet,Donut,Wooden Teeth,No Traits,Aviator Glasses,,,,,,
267,989,3,Green,Green , Peach,Bucket Hat,Corndog,No Traits,Maid's Uniform,No Traits,"['66.00', '25.00', '34.00', '68.98', '12.45', '11.50']","[28.0, 121.748, 152.185, 243.496, 243.496, 243.496]",6.0,66.00,28.0,66.0
268,1007,2,Red,Red , Peach,Explorer's Hat,No Traits,No Traits,No Traits,Shutter Shades,"['96.90', '34.00', '39.50', '68.98']","[30.437, 121.748, 182.622, 243.496]",4.0,96.90,30.44,96.9
269,1348,4,Blue,Blue , Peach,Baseball Cap,Corndog,No Traits,Police Uniform,Round Glasses,"['60.00', '12.69']","[182.622, 243.496]",2.0,60.00,182.62,60.0
270,1211,3,Red,Red , Blue,Floral Crown,Banana,No Traits,Pilot's Jacket,No Traits,"['51.00', '74.40', '59.99']","[182.622, 213.059, 213.059]",3.0,51.00,182.62,51.0
271,1371,3,Purple,Purple , Purple,Bucket Hat,Corndog,No Traits,Turtleneck Suit,No Traits,"['85.00', '23.95', '14.37']","[243.496, 243.496, 243.496]",3.0,85.00,243.5,85.0
272,1075,4,Red,Red , Peach,Racoon Skin Hat,Grilled Cheese,No Traits,Tie-Dye T-Shirt,Wayfarer Glasses,"['31.00', '70.00', '48.00', '13.41']","[121.748, 213.059, 213.059, 243.496]",4.0,31.00,121.75,31.0
273,961,3,Black,Red , Peach,Conical Hat,No Traits,No Traits,Cheerleader,Aviator Glasses,['8.61'],[243.496],1.0,8.61,243.5,8.61
274,1086,4,Purple,Purple , Peach,Sailor's Hat,Banana,No Traits,Denim Vest,Round Glasses,['49.82'],[243.496],1.0,49.82,243.5,49.82
275,615,2,Blue,Blue , Blue,No Traits,Sandwich,No Traits,Striped T-Shirt,No Traits,"['159.00', '119.00', '71.00', '87.18']","[213.059, 213.059, 213.059, 243.496]",4.0,159.00,213.06,159.0
276,5412,3,Green,Leopard,Leopard,The Artist,Corndog,No Traits,Jungle Explorer,No Traits,"['766.40', '114.96']","[243.496, 243.496]",2.0,766.40,243.5,766.4
277,1558,2,Yellow,Brown , Yellow,Top Hat,Corndog,No Traits,No Traits,No Traits,"['16.19', '36.40']","[243.496, 273.933]",2.0,16.19,243.5,16.19
278,822,2,Purple,Purple , Peach,Beanie,No Traits,No Traits,Bowling Shirt,No Traits,"['21.08', '16.50', '15.22']","[243.496, 243.496, 243.496]",3.0,21.08,243.5,21.08
279,640,2,Red,Brown , Peach,No Traits,Sandwich,No Traits,Hoodie,No Traits,,,,,,
280,1116,4,Red,Red , Blue,Sailor's Hat,Soda,No Traits,Turtleneck,Shutter Shades,"['99.69', '114.96', '66.10', '14.37']","[30.437, 243.496, 243.496, 243.496]",4.0,99.69,30.44,99.69
281,895,3,Black,Black , Peach,Baseball Cap,Grilled Cheese,No Traits,No Traits,Shutter Shades,,,,,,
282,952,3,Purple,Purple , Purple,Beanie,Banana,No Traits,Wetsuit,No Traits,"['58.00', '35.00', '113.04', '46.85', '33.53']","[91.311, 152.185, 243.496, 243.496, 243.496]",5.0,58.00,91.31,58.0
283,1314,2,Green,Green , Green,Wizard's Hat,Pipe,No Traits,No Traits,No Traits,"['47.90', '17.37']","[243.496, 243.496]",2.0,47.90,243.5,47.9
284,785,3,Blue,Purple , Purple,Baseball Cap,Sandwich,No Traits,Striped T-Shirt,No Traits,"['45.00', '88.14']","[182.622, 243.496]",2.0,45.00,182.62,45.0
285,1875,4,Yellow,Brown , Yellow,Top Hat,Pizza,No Traits,Maid's Uniform,Round Glasses,"['97.00', '95.70', '81.43', '33.53', '22.03']","[30.437, 243.496, 243.496, 243.496, 243.496]",5.0,97.00,30.44,97.0
286,699,2,Purple,Purple , Peach,Baseball Cap,Banana,No Traits,No Traits,No Traits,"['60.00', '34.49']","[60.874, 243.496]",2.0,60.00,60.87,60.0
287,753,1,Red,Red , Peach,No Traits,No Traits,No Traits,Turtleneck,No Traits,,,,,,
288,5175,3,Yellow,Black , Gray,The Artist,Corndog,No Traits,Police Uniform,No Traits,"['195.00', '62.17', '47.90']","[91.311, 243.496, 243.496]",3.0,195.00,91.31,195.0
289,4973,2,Purple,Purple , Purple,Pharaoh's Neme,6pc Tendies,No Traits,No Traits,No Traits,['91.01'],[243.496],1.0,91.01,243.5,91.01
290,933,2,Black,Black , Gray,Conical Hat,No Traits,No Traits,Wetsuit,No Traits,['15.33'],[243.496],1.0,15.33,243.5,15.33
291,1008,4,Blue,Blue , Blue,Snapback Cap,Banana,No Traits,Hoodie,Ape Vipers,"['50.00', '28.26']","[121.748, 243.496]",2.0,50.00,121.75,50.0
292,991,4,Blue,Blue , Peach,Baseball Cap,Pizza,No Traits,Cheerleader,Round Glasses,['81.43'],[243.496],1.0,81.43,243.5,81.43
293,5225,3,Green,Green , Green,Sultan's Turban,Burger,No Traits,Biggie Sweater,No Traits,['100.00'],[243.496],1.0,100.00,243.5,100.0
294,1964,4,Green,Red , Blue,Straw Hat,Hotdog,No Traits,NB-Ape Green,Round Glasses,,,,,,
295,1249,2,Teal,Brown , Yellow,Captain's Hat,No Traits,No Traits,Cheerleader,No Traits,"['95.80', '85.26', '15.23', '14.36']","[243.496, 243.496, 243.496, 243.496]",4.0,95.80,243.5,95.8
296,1132,3,Blue,Blue , Blue,No Traits,Ape-le Juice,No Traits,Overalls,3d Glasses,"['17.24', '15.81', '12.93']","[243.496, 243.496, 243.496]",3.0,17.24,243.5,17.24
297,884,3,Yellow,Brown , Peach,Sailor's Hat,Pizza,No Traits,Leather Jacket,No Traits,"['56.99', '94.00', '42.00', '95.80', '85.26']","[3.0, 30.437, 152.185, 243.496, 243.496]",5.0,56.99,3.0,56.99
298,1058,3,Yellow,Red , Peach,Beanie,Pipe,No Traits,Turtleneck,No Traits,,,,,,
299,962,2,Yellow,Brown , Yellow,Viking's Helmet,Ape-le Juice,No Traits,No Traits,No Traits,"['55.00', '65.00']","[1.0, 91.311]",2.0,55.00,1.0,55.0
300,1845,4,Purple,Purple , Peach,Sergeant's Hat,Pizza,No Traits,Turtleneck Suit,Wayfarer Glasses,['25.39'],[243.496],1.0,25.39,243.5,25.39
301,1407,3,Blue,Albino , Peach,Pilot's Hat,Pipe,No Traits,No Traits,Aviator Glasses,['47.90'],[243.496],1.0,47.90,243.5,47.9
302,1788,3,Black,Black , Gray,Racoon Skin Hat,Dirty Fiat,No Traits,NB-Ape Red,No Traits,"['238.88', '73.77']","[213.059, 243.496]",2.0,238.88,213.06,238.88
303,1020,2,Yellow,Leopard,Leopard,No Traits,Corndog,No Traits,Bowling Shirt,No Traits,"['125.00', '39.00', '99.63', '83.35', '56.52']","[30.437, 152.185, 243.496, 243.496, 243.496]",5.0,125.00,30.44,125.0
304,1297,3,Purple,Purple , Purple,No Traits,Burger,Gold Tooth,Japanese Uniform,No Traits,['49.00'],[213.059],1.0,49.00,213.06,49.0
305,2899,4,Blue,Blue , Blue,The Croc Hunter,Corndog,No Traits,Silk Robe,Aviator Glasses,['52.69'],[243.496],1.0,52.69,243.5,52.69
306,877,3,Yellow,Purple , Peach,Floral Crown,Banana,No Traits,Tie-Dye T-Shirt,No Traits,"['12.93', '16.29']","[243.496, 273.933]",2.0,12.93,243.5,12.93
307,1184,2,Blue,Blue , Peach,Mobster Hat,No Traits,No Traits,Turtleneck Suit,No Traits,"['90.00', '65.00']","[91.311, 121.748]",2.0,90.00,91.31,90.0
308,1962,3,Purple,Purple , Peach,Headband,Pizza,No Traits,NB-Ape Yellow,No Traits,,,,,,
309,1309,4,Green,Purple , Purple,Conical Hat,Pizza,Wooden Tooth,Japanese Uniform,No Traits,['47.90'],[243.496],1.0,47.90,243.5,47.9
310,821,2,Purple,Purple , Peach,Conical Hat,Drool,No Traits,No Traits,No Traits,"['42.00', '10.35']","[121.748, 243.496]",2.0,42.00,121.75,42.0
311,1180,3,Purple,Purple , Peach,Headband,Drool,No Traits,Bowling Shirt,No Traits,"['100.59', '84.30']","[243.496, 243.496]",2.0,100.59,243.5,100.59
312,1040,3,Purple,Purple , Peach,Floral Crown,Corndog,No Traits,Maid's Uniform,No Traits,['11.50'],[243.496],1.0,11.50,243.5,11.5
313,982,4,Blue,Blue , Blue,Snapback Cap,Soda,No Traits,Black T-Shirt,Aviator Glasses,['45.00'],[121.748],1.0,45.00,121.75,45.0
314,1019,4,Red,Red , Peach,Bucket Hat,Banana,No Traits,Bowling Shirt,Aviator Glasses,['12.45'],[243.496],1.0,12.45,243.5,12.45
315,1747,3,Teal,Brown , Peach,No Traits,Banana,No Traits,NB-Ape Green,Aviator Glasses,"['60.00', '43.11']","[182.622, 273.933]",2.0,60.00,182.62,60.0
316,1911,5,Green,Green , Green,Fireman's Helmet,Dirty Fiat,Wooden Tooth,Leather Jacket,Aviator Glasses,"['85.00', '27.78']","[60.874, 243.496]",2.0,85.00,60.87,85.0
317,855,3,Purple,Purple , Purple,Mobster Hat,Banana,No Traits,Leather Jacket,No Traits,['75.00'],[213.059],1.0,75.00,213.06,75.0
318,957,2,Black,Black , Gray,Racoon Skin Hat,No Traits,No Traits,Turtleneck,No Traits,,,,,,
319,1212,2,Yellow,Brown , Peach,Wizard's Hat,Corndog,No Traits,No Traits,No Traits,"['59.69', '78.08', '84.30', '15.33', '12.93']","[6.0, 243.496, 243.496, 243.496, 243.496]",5.0,59.69,6.0,59.69
320,1959,3,Red,Red , Peach,Top Hat,Sushi,No Traits,Bowling Shirt,No Traits,"['141.78', '25.87', '34.49']","[243.496, 243.496, 243.496]",3.0,141.78,243.5,141.78
